#separator:comma
#html:true
#notetype:Basic
#deck:Spanish::07 Imperfecto de subjuntivo
#columns:Front,Back,Tags
#tags column:3
"How is the <b>imperfecto de subjuntivo</b> formed?","Take the <b>ellos form of the preterite</b>, drop <b>-ron</b>, add:<br><br><b>-ra set</b>: ra · ras · ra · ramos · rais · ran<br><b>-se set</b>: se · ses · se · semos · seis · sen<br><br>hablaron → habla- · comieron → comie- · fueron → fue-<br><br><b>No exceptions at all.</b> The nosotros form takes an accent: habláramos.","imperfecto-subjuntivo formation"
"Les pedí que me <b>dijeran</b> la verdad.<br><i>Imperfecto de subjuntivo</i>","I asked <b>them to tell</b> me the truth.<br><span style='font-size:85%'>decir — to say, to tell · ellos · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"I didn't expect <b>them to say</b> yes.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(decir · ellos)</span>","No esperaba que <b>dijeran</b> que sí.<br><span style='font-size:85%'>decir — to say, to tell · ellos · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Mi hermana me pidió que le <b>trajera</b> turrón de España.<br><i>Imperfecto de subjuntivo</i>","My sister asked <b>me to bring</b> her some turrón from Spain.<br><span style='font-size:85%'>traer — to bring · yo · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>I brought</b> the dog, would that be a problem?<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(traer · yo)</span>","Si <b>trajera</b> al perro, ¿sería un problema?<br><span style='font-size:85%'>traer — to bring · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"¡Qué detalle que me <b>trajeras</b> flores!<br><i>Imperfecto de subjuntivo</i>","How sweet of you <b>to bring</b> me flowers!<br><span style='font-size:85%'>traer — to bring · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"I rang you so that <b>you'd bring</b> the charger.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(traer · tú)</span>","Te llamé para que <b>trajeras</b> el cargador.<br><span style='font-size:85%'>traer — to bring · tú · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-purpose"
"Ojalá Papá Noel me <b>trajera</b> una bici.<br><i>Imperfecto de subjuntivo</i>","I wish Father Christmas <b>would bring</b> me a bike.<br><span style='font-size:85%'>traer — to bring · él · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular es-en use-ojala"
"I didn't think the waiter <b>would bring</b> us the bill so quickly.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(traer · él)</span>","No pensaba que el camarero nos <b>trajera</b> la cuenta tan rápido.<br><span style='font-size:85%'>traer — to bring · él · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"El profe insistió en que <b>trajéramos</b> el libro a clase.<br><i>Imperfecto de subjuntivo</i>","The teacher insisted that <b>we bring</b> the book to class.<br><span style='font-size:85%'>traer — to bring · nosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"We turned up so loaded down, it was as if <b>we were bringing</b> the whole house.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(traer · nosotros)</span>","Llegamos tan cargados que parecía como si <b>trajéramos</b> la casa entera.<br><span style='font-size:85%'>traer — to bring · nosotros · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular en-es use-como-si"
"Si <b>trajerais</b> algo de postre, sería perfecto.<br><i>Imperfecto de subjuntivo</i>","If <b>you guys brought</b> something for pudding, that'd be perfect.<br><span style='font-size:85%'>traer — to bring · vosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular es-en use-si-clause"
"I was surprised <b>you two brought</b> the kids.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(traer · vosotros)</span>","Me sorprendió que <b>trajerais</b> a los niños.<br><span style='font-size:85%'>traer — to bring · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"Llamé a la tienda para que me <b>trajeran</b> la lavadora el lunes.<br><i>Imperfecto de subjuntivo</i>","I rang the shop so that <b>they'd bring</b> the washing machine round on Monday.<br><span style='font-size:85%'>traer — to bring · ellos · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-purpose"
"I wish <b>they'd bring</b> the kids more often.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(traer · ellos)</span>","Ojalá <b>trajeran</b> a los niños más a menudo.<br><span style='font-size:85%'>traer — to bring · ellos · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"Mis padres no querían que yo <b>condujera</b> de noche.<br><i>Imperfecto de subjuntivo</i>","My parents didn't want <b>me to drive</b> at night.<br><span style='font-size:85%'>conducir — to drive · yo · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>I drove</b>, we'd get there in half the time.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(conducir · yo)</span>","Si <b>condujera</b> yo, llegaríamos en la mitad del tiempo.<br><span style='font-size:85%'>conducir — to drive · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Me dio miedo que <b>condujeras</b> tan rápido.<br><i>Imperfecto de subjuntivo</i>","It scared me that <b>you drove</b> so fast.<br><span style='font-size:85%'>conducir — to drive · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"I wish <b>you drove</b>; then we could take turns.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(conducir · tú)</span>","Ojalá <b>condujeras</b>; así podríamos turnarnos.<br><span style='font-size:85%'>conducir — to drive · tú · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"No creía que mi abuelo todavía <b>condujera</b> a los noventa.<br><i>Imperfecto de subjuntivo</i>","I didn't think my grandad <b>still drove</b> at ninety.<br><span style='font-size:85%'>conducir — to drive · él · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-doubt"
"She parks as if <b>she were driving</b> a lorry.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(conducir · ella)</span>","Aparca como si <b>condujera</b> un camión.<br><span style='font-size:85%'>conducir — to drive · ella · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular en-es use-como-si"
"Mi tío nos dejó su coche para que <b>condujéramos</b> por la costa.<br><i>Imperfecto de subjuntivo</i>","My uncle lent us his car so <b>we could drive</b> along the coast.<br><span style='font-size:85%'>conducir — to drive · nosotros · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-purpose"
"The driving instructor wanted <b>us to drive</b> through the town centre.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(conducir · nosotros)</span>","El profesor de autoescuela quería que <b>condujéramos</b> por el centro.<br><span style='font-size:85%'>conducir — to drive · nosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular en-es use-wish"
"No me hacía gracia que <b>condujerais</b> después de la cena.<br><i>Imperfecto de subjuntivo</i>","I wasn't keen on <b>you guys driving</b> after dinner.<br><span style='font-size:85%'>conducir — to drive · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"If <b>you two drove</b> more carefully, I'd lend you the car.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(conducir · vosotros)</span>","Si <b>condujerais</b> con más cuidado, os dejaría el coche.<br><span style='font-size:85%'>conducir — to drive · vosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Ojalá los taxistas <b>condujeran</b> más despacio.<br><i>Imperfecto de subjuntivo</i>","I wish taxi drivers <b>drove</b> more slowly.<br><span style='font-size:85%'>conducir — to drive · ellos · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular es-en use-ojala"
"I didn't think <b>they'd drive</b> all night.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(conducir · ellos)</span>","No pensaba que <b>condujeran</b> toda la noche.<br><span style='font-size:85%'>conducir — to drive · ellos · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Si yo lo <b>hubiera sabido</b>, te habría avisado.<br><i>Imperfecto de subjuntivo</i>","If <b>I'd known</b>, I'd have warned you.<br><span style='font-size:85%'>haber — to have (auxiliary) · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular es-en use-si-clause"
"They welcomed me as if <b>I'd lived</b> there all my life.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(haber · yo)</span>","Me recibieron como si <b>hubiera vivido</b> allí toda la vida.<br><span style='font-size:85%'>haber — to have (auxiliary) · yo · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular en-es use-como-si"
"Ojalá <b>hubieras visto</b> su cara.<br><i>Imperfecto de subjuntivo</i>","I wish <b>you'd seen</b> his face.<br><span style='font-size:85%'>haber — to have (auxiliary) · tú · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular es-en use-ojala"
"I was upset that <b>you hadn't called</b> me.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(haber · tú)</span>","Me molestó que no me <b>hubieras llamado</b>.<br><span style='font-size:85%'>haber — to have (auxiliary) · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"Siguió hablando como si no <b>hubiera pasado</b> nada.<br><i>Imperfecto de subjuntivo</i>","He carried on talking as if nothing <b>had happened</b>.<br><span style='font-size:85%'>haber — to have (auxiliary) · impersonal · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"I didn't think <b>she'd finished</b> yet.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(haber · ella)</span>","No creía que <b>hubiera terminado</b> todavía.<br><span style='font-size:85%'>haber — to have (auxiliary) · ella · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Si <b>hubiéramos salido</b> antes, no habríamos perdido el tren.<br><i>Imperfecto de subjuntivo</i>","If <b>we'd left</b> earlier, we wouldn't have missed the train.<br><span style='font-size:85%'>haber — to have (auxiliary) · nosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular es-en use-si-clause"
"I wish <b>we'd bought</b> the flat when it was cheap.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(haber · nosotros)</span>","Ojalá <b>hubiéramos comprado</b> el piso cuando estaba barato.<br><span style='font-size:85%'>haber — to have (auxiliary) · nosotros · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"Me encantó que os <b>hubierais acordado</b> de mi cumpleaños.<br><i>Imperfecto de subjuntivo</i>","I loved that <b>you guys had remembered</b> my birthday.<br><span style='font-size:85%'>haber — to have (auxiliary) · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"Nobody believed <b>you two had done</b> it on your own.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(haber · vosotros)</span>","Nadie se creía que lo <b>hubierais hecho</b> solos.<br><span style='font-size:85%'>haber — to have (auxiliary) · vosotros · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Nos saludaron como si no nos <b>hubieran visto</b> nunca.<br><i>Imperfecto de subjuntivo</i>","They greeted us as if <b>they'd never seen</b> us before.<br><span style='font-size:85%'>haber — to have (auxiliary) · ellos · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"If <b>they'd asked</b> me, I'd have helped them.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(haber · ellos)</span>","Si me lo <b>hubieran pedido</b>, los habría ayudado.<br><span style='font-size:85%'>haber — to have (auxiliary) · ellos · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Mis padres esperaban que yo les <b>diera</b> una explicación.<br><i>Imperfecto de subjuntivo</i>","My parents expected <b>me to give</b> them an explanation.<br><span style='font-size:85%'>dar — to give · yo · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>I gave</b> you my number, would you call me?<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dar · yo)</span>","Si te <b>diera</b> mi número, ¿me llamarías?<br><span style='font-size:85%'>dar — to give · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Me molestó que no me <b>dieras</b> las gracias.<br><i>Imperfecto de subjuntivo</i>","It annoyed me that <b>you didn't thank</b> me.<br><span style='font-size:85%'>dar — to give (dar las gracias: to thank) · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"I rang you so that <b>you'd give</b> me your opinion.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dar · tú)</span>","Te llamé para que me <b>dieras</b> tu opinión.<br><span style='font-size:85%'>dar — to give · tú · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-purpose"
"Ojalá mi jefe me <b>diera</b> el viernes libre.<br><i>Imperfecto de subjuntivo</i>","I wish my boss <b>would give</b> me Friday off.<br><span style='font-size:85%'>dar — to give · él · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular es-en use-ojala"
"I didn't expect the doctor <b>to give</b> me the results so soon.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dar · él)</span>","No esperaba que el médico me <b>diera</b> los resultados tan pronto.<br><span style='font-size:85%'>dar — to give · él · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"El casero nos pidió que le <b>diéramos</b> dos meses de fianza.<br><i>Imperfecto de subjuntivo</i>","The landlord asked <b>us to give</b> him two months' deposit.<br><span style='font-size:85%'>dar — to give · nosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>we threw</b> a party, would you come?<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dar · nosotros)</span>","Si <b>diéramos</b> una fiesta, ¿vendrías?<br><span style='font-size:85%'>dar — to give (dar una fiesta: to throw a party) · nosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Actuabais como si no os <b>dierais</b> cuenta de nada.<br><i>Imperfecto de subjuntivo</i>","You guys were acting as if <b>you didn't notice</b> anything.<br><span style='font-size:85%'>dar — to give (darse cuenta: to notice) · vosotros · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"I was glad <b>you two gave</b> him a second chance.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dar · vosotros)</span>","Me alegré de que le <b>dierais</b> una segunda oportunidad.<br><span style='font-size:85%'>dar — to give · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"No creía que me <b>dieran</b> el trabajo.<br><i>Imperfecto de subjuntivo</i>","I didn't think <b>they'd give</b> me the job.<br><span style='font-size:85%'>dar — to give · ellos · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-doubt"
"I wish <b>they'd give</b> us a pay rise.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dar · ellos)</span>","Ojalá nos <b>dieran</b> una subida de sueldo.<br><span style='font-size:85%'>dar — to give · ellos · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"El médico me dijo que <b>anduviera</b> media hora al día.<br><i>Imperfecto de subjuntivo</i>","The doctor told me <b>to walk</b> for half an hour a day.<br><span style='font-size:85%'>andar — to walk · yo · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>I walked</b> more, I'd be fitter.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(andar · yo)</span>","Si <b>anduviera</b> más, estaría en mejor forma.<br><span style='font-size:85%'>andar — to walk · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Hablas como si <b>anduvieras</b> metido en algún lío.<br><i>Imperfecto de subjuntivo</i>","You're talking as if <b>you were mixed up</b> in some kind of trouble.<br><span style='font-size:85%'>andar — to be (going around), to be mixed up in · tú · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"It worried me that <b>you walked</b> around that area alone at night.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(andar · tú)</span>","Me preocupaba que <b>anduvieras</b> sola de noche por ese barrio.<br><span style='font-size:85%'>andar — to walk · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"No creía que mi abuelo <b>anduviera</b> tanto a su edad.<br><i>Imperfecto de subjuntivo</i>","I didn't think my grandad <b>walked</b> so much at his age.<br><span style='font-size:85%'>andar — to walk · él · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-doubt"
"I wish the baby <b>would walk</b> already!<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(andar · él)</span>","¡Ojalá el bebé <b>anduviera</b> ya!<br><span style='font-size:85%'>andar — to walk · él · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"Nos dejaron en el centro para que no <b>anduviéramos</b> tanto.<br><i>Imperfecto de subjuntivo</i>","They dropped us off in the centre so <b>we wouldn't have to walk</b> so far.<br><span style='font-size:85%'>andar — to walk · nosotros · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-purpose"
"If <b>we walked</b> a bit faster, we'd get there on time.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(andar · nosotros)</span>","Si <b>anduviéramos</b> un poco más rápido, llegaríamos a tiempo.<br><span style='font-size:85%'>andar — to walk · nosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Os pedí que <b>anduvierais</b> con cuidado por la montaña.<br><i>Imperfecto de subjuntivo</i>","I asked <b>you guys to be</b> careful up in the mountains.<br><span style='font-size:85%'>andar — to go (andar con cuidado: to be careful) · vosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"I didn't think <b>you two would walk</b> twenty kilometres.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(andar · vosotros)</span>","No pensaba que <b>anduvierais</b> veinte kilómetros.<br><span style='font-size:85%'>andar — to walk · vosotros · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Me daba miedo que los niños <b>anduvieran</b> solos por la calle.<br><i>Imperfecto de subjuntivo</i>","It scared me that the kids <b>walked</b> around the streets alone.<br><span style='font-size:85%'>andar — to walk · ellos · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"I wish my parents <b>walked</b> more.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(andar · ellos)</span>","Ojalá mis padres <b>anduvieran</b> más.<br><span style='font-size:85%'>andar — to walk · ellos · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"Mi jefa me dijo que le <b>pidiera</b> perdón al cliente.<br><i>Imperfecto de subjuntivo</i>","My boss told me <b>to apologise</b> to the customer.<br><span style='font-size:85%'>pedir — to ask for (pedir perdón: to apologise) · yo · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>I asked for</b> a pay rise, they'd laugh at me.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(pedir · yo)</span>","Si <b>pidiera</b> un aumento de sueldo, se reirían de mí.<br><span style='font-size:85%'>pedir — to ask for (request) · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Me sorprendió que <b>pidieras</b> pescado; nunca lo comes.<br><i>Imperfecto de subjuntivo</i>","I was surprised <b>you ordered</b> fish; you never eat it.<br><span style='font-size:85%'>pedir — to order (food) · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"You say it as if <b>you were asking for</b> a miracle.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(pedir · tú)</span>","Lo dices como si <b>pidieras</b> un milagro.<br><span style='font-size:85%'>pedir — to ask for (request) · tú · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular en-es use-como-si"
"No me esperaba que mi hijo me <b>pidiera</b> ayuda.<br><i>Imperfecto de subjuntivo</i>","I didn't expect my son <b>to ask</b> me for help.<br><span style='font-size:85%'>pedir — to ask for (request) · él · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-doubt"
"I wish <b>she'd ask for</b> help more often.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(pedir · ella)</span>","Ojalá <b>pidiera</b> ayuda más a menudo.<br><span style='font-size:85%'>pedir — to ask for (request) · ella · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
"El camarero nos trajo la carta para que <b>pidiéramos</b>.<br><i>Imperfecto de subjuntivo</i>","The waiter brought us the menu so that <b>we could order</b>.<br><span style='font-size:85%'>pedir — to order (food) · nosotros · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-purpose"
"Our friends insisted that <b>we order</b> the paella.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(pedir · nosotros)</span>","Nuestros amigos insistieron en que <b>pidiéramos</b> la paella.<br><span style='font-size:85%'>pedir — to order (food) · nosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular en-es use-wish"
"Si <b>pidierais</b> la cuenta ya, llegaríamos al cine.<br><i>Imperfecto de subjuntivo</i>","If <b>you guys asked for</b> the bill now, we'd make it to the cinema.<br><span style='font-size:85%'>pedir — to ask for (request) · vosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular es-en use-si-clause"
"I thought it was odd that <b>you two didn't ask for</b> directions.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(pedir · vosotros)</span>","Me pareció raro que no <b>pidierais</b> indicaciones.<br><span style='font-size:85%'>pedir — to ask for (request) · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"El profesor les dijo a los alumnos que <b>pidieran</b> ayuda si la necesitaban.<br><i>Imperfecto de subjuntivo</i>","The teacher told the students <b>to ask for</b> help if they needed it.<br><span style='font-size:85%'>pedir — to ask for (request) · ellos · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"I didn't think <b>they'd ask</b> so much money for the flat.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(pedir · ellos)</span>","No pensaba que <b>pidieran</b> tanto dinero por el piso.<br><span style='font-size:85%'>pedir — to ask for (a price) · ellos · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Si <b>durmiera</b> más, no me dolería tanto la cabeza.<br><i>Imperfecto de subjuntivo</i>","If <b>I slept</b> more, I wouldn't get such bad headaches.<br><span style='font-size:85%'>dormir — to sleep · yo · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular es-en use-si-clause"
"My mum wanted <b>me to sleep</b> at her place.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dormir · yo)</span>","Mi madre quería que <b>durmiera</b> en su casa.<br><span style='font-size:85%'>dormir — to sleep · yo · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular en-es use-wish"
"Ojalá <b>durmieras</b> mejor; te veo muy cansada.<br><i>Imperfecto de subjuntivo</i>","I wish <b>you slept</b> better; you look really tired.<br><span style='font-size:85%'>dormir — to sleep · tú · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular es-en use-ojala"
"I was surprised <b>you slept</b> so well on the plane.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dormir · tú)</span>","Me sorprendió que <b>durmieras</b> tan bien en el avión.<br><span style='font-size:85%'>dormir — to sleep · tú · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-emotion"
"Apagamos la tele para que el bebé <b>durmiera</b>.<br><i>Imperfecto de subjuntivo</i>","We turned the TV off so that the baby <b>could sleep</b>.<br><span style='font-size:85%'>dormir — to sleep · él · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-purpose"
"I doubted <b>he'd sleep</b> a wink with that noise.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dormir · él)</span>","Dudaba que <b>durmiera</b> nada con ese ruido.<br><span style='font-size:85%'>dormir — to sleep · él · <i>doubt, denial or disbelief + que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-doubt"
"Los abuelos querían que <b>durmiéramos</b> en su casa.<br><i>Imperfecto de subjuntivo</i>","Our grandparents wanted <b>us to sleep</b> at their place.<br><span style='font-size:85%'>dormir — to sleep · nosotros · <i>wish or influence + que (past or conditional)</i></span>","imperfecto-subjuntivo irregular es-en use-wish"
"If <b>we slept</b> in the car, we'd save on the hotel.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dormir · nosotros)</span>","Si <b>durmiéramos</b> en el coche, nos ahorraríamos el hotel.<br><span style='font-size:85%'>dormir — to sleep · nosotros · <i>si + hypothetical → conditional</i></span>","imperfecto-subjuntivo irregular en-es use-si-clause"
"Me alegró que <b>durmierais</b> bien en el sofá cama.<br><i>Imperfecto de subjuntivo</i>","I was glad <b>you guys slept</b> well on the sofa bed.<br><span style='font-size:85%'>dormir — to sleep · vosotros · <i>emotion or judgement + que (past)</i></span>","imperfecto-subjuntivo irregular es-en use-emotion"
"I left you two some blankets so <b>you'd sleep</b> nice and warm.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dormir · vosotros)</span>","Os dejé unas mantas para que <b>durmierais</b> calentitos.<br><span style='font-size:85%'>dormir — to sleep · vosotros · <i>para que / antes de que / sin que (past)</i></span>","imperfecto-subjuntivo irregular en-es use-purpose"
"Los niños no hacían ni un ruido, como si <b>durmieran</b>.<br><i>Imperfecto de subjuntivo</i>","The kids didn't make a sound, as if <b>they were asleep</b>.<br><span style='font-size:85%'>dormir — to sleep · ellos · <i>como si: as if</i></span>","imperfecto-subjuntivo irregular es-en use-como-si"
"I wish the kids <b>slept</b> right through the night.<br><i>Imperfecto de subjuntivo</i><br><span style='font-size:80%'>(dormir · ellos)</span>","Ojalá los niños <b>durmieran</b> toda la noche de un tirón.<br><span style='font-size:85%'>dormir — to sleep · ellos · <i>ojalá: unlikely or impossible wish</i></span>","imperfecto-subjuntivo irregular en-es use-ojala"
